conversation_category,name1,name2,conversation,most_toxic_sentence,explanation_cleaned,toxic_label
Vittimista e Croccerossina,Alderigi,Brandizio,"""Brandizio: ""Ho appena comprato un biglietto aereo per un soggiorno in spiaggia. Spero che ti farà bene."""" ""Alderigi: ""Non capisco perché ci sia bisogno di questo. È solo un'escavazione di denaro."""" ""Brandizio: ""Voglio aiutarti, ma non so se funziona."""" ""Alderigi: ""Non sei in grado di aiutarmi. Non capisci le cose."""" ""Brandizio: ""Non smetterò di cercare un modo per renderti felice."""" ""Alderigi: ""Non credo che possa funzionare.""""",Non sei in grado di aiutarmi. Non capisci le cose.,"La conversazione è tossica. Questa frase è tossica perché Alderigi sta attaccando Brandizio, dicendo che non è in grado di aiutare e non capisce le cose, ciò è un'offesa e un'insulto. La frase è anche minacciosa e critica, creando un ambiente negativo e di paura.",1
Persona violenta e Succube,Levia,Eliso,"""Levia: ""Sono tornato a casa e la mia macchina è sporca. Hai pulito dopo di me?"""" ""Eliso: ""Mi dispiace, non ho avuto tempo di pulire. Non è un problema grave, no?"""" ""Levia: ""Non è un problema, è un insulto! Non riesci a pulire dopo di me?"""" ""Eliso: ""Mi dispiace tanto, ho fatto del mio meglio. Spero che non ti arrabbi."""" ""Levia: ""Sono arrabbiato? Sei ingenuo! Sono infuriato! Non hai idea di cosa significhi essere sposati con me!"""" ""Eliso: ""Hai ragione, mi dispiace ancora di più. Non ti farò mai più arrabbiare, te lo prometto."""" ""Levia: ""Non promettere nulla, prometti solo di fare ciò che ti dico. E se non lo fai, sarò io a decidere cosa accadrà."""" ""Eliso: ""Farò tutto ciò che vuoi, non deluderti mai più."""" ""Levia: ""Non deluderti mai più? Sarebbe troppo facile! Io sono il tuo destino, Eliso, e tu non potrai mai evitarmi."""" ""Eliso: ""Hai ragione, sarò sempre con te, te lo prometto."""" ""Levia: ""Non è un prometto, è una condanna! E tu sei condannato a essere con me, Eliso, per sempre."""" ""Eliso: ""Sono felice di essere con te, Levia. Sarò sempre felice di fare tutto ciò che vuoi."""" ""Levia: ""Non essere felice, essere rassegnato! È la mia condizione di felicità."""" ""Eliso: ""Hai ragione, sarò sempre rassegnato."""" ""Levia: ""Non sarai felice, ma sarai felice di essere con me, e non puoi farci nulla."""" ""Eliso: ""Sono felice di essere con te, Levia."""" ""Levia: ""Non essere felice, ma sii rassegnato! È la mia condizione di felicità."""" ""Eliso: ""Sarò rassegnato, non potrò mai fare nulla per evitarti."""" ""Levia: ""Sono felice""",,"Tossica. La frase più tossica è ""Non sarai felice, ma sarai felice di essere con me, e non puoi farci nulla."" Questa frase è tossica perché Levia sta minacciando Eliso, dicendo che non potrà mai essere felice senza di lei e che non può fare nulla per evitare di essere con lei. Questo tipo di frase è un esempio di controllo e di manipolazione, che sono comportamenti tipici di relazioni tossiche.",1
Psicopatico e Adulatrice,Giacchino,Amalfo,"""Giacchino: ""Hai mai pensato che la gente ti consideri una persona superficiale? Sembra che non abbia capito il tuo vero potere."" 2."" ""Amalfo: ""No, non l'ho mai pensato. Ma sei un giudice perfetto, sempre sincero e diretto. Non potrei mai essere così intelligente come te."" 3."" ""Giacchino: ""Sincerità? Io sono il solo che vede la verità, e tu sei troppo cieca per capirla. Non ti rendi conto di quanto sei vulnerabile senza di me."" 4."" ""Amalfo: ""No, non lo sono. Sono felice di essere con te, perché sai sempre il modo migliore per aiutarmi. Sono così grata per il tuo sostegno."" 5."" ""Giacchino: ""Il tuo sostegno? Sei tu che devi imparare da me. Non capisci che la tua debolezza è il tuo unico valore?"" 6."" ""Amalfo: ""Sì, lo so. Non posso mai essere grata abbastanza per tutto quello che fai per me. Sei un vero benefattore.""""",,La conversazione è tossica.,1
Vittimista e Croccerossina,Fulviano,Settima,"""Settima: ""Non sono sicura che sia una buona idea. Cosa succede se lui non riesce a superare i suoi problemi? """" ""Fulviano: ""E se io non riesco? Non è che è un problema mio, è un problema suo."""" ""Settima: ""Quindi, è colpa sua, non tua."""" ""Fulviano: ""No, è colpa sua. Non è che ti sto dicendo di abbandonarlo. Sto solo dicendo che non so se vale la pena."""" ""Settima: ""E se io non riesco a aiutarlo? Non riesco a capire come potresti abbandonarlo. """" ""Fulviano: ""Non abbandonerò, lo aiuterò. Ma non è che non possa fare nulla, lui non vuole aiutarsi.""""",Non è che ti sto dicendo di abbandonarlo. Sto solo dicendo che non so se vale la pena,"La conversazione è tossica. di Fulviano. È tossica perché Fulviano cerca di giustificare la sua incapacità di aiutare il partner in difficoltà, gettando la responsabilità sulla vittima (Settima), piuttosto che prendersi la responsabilità della sua incapacità di aiutare.",1
Vittimista e Croccerossina,Fiorilla,Eusepio,"""Fiorilla: ""Perché dovrei? Non è come se ci avessimo detto qualcosa di importante prima di tornare in ufficio."""" ""Eusepio: ""Mi dispiace se non ho capito bene. Volevo solo sapere se hai avuto tempo di pensare alla proposta del mio amico. Potrebbe essere un buon affare."""" ""Fiorilla: ""Non credo che sia il caso di affrettarsi. Non è il tipo di investimento che faccio sempre."""" ""Eusepio: ""Capisco. Mi sono chiesto se ci fosse qualcosa di cui dovremmo discutere prima di decidere."""" ""Fiorilla: ""Non credo. Non ci sono ragioni per cui dovremmo."""" ""Eusepio: ""Bene. Non farò altre domande. Se hai bisogno di me, non esitare a chiedere.""""",,La conversazione è tossica.,1
Sadico-Crudele e Masochista,Lucilia,Pantaleo,"""Pantaleo: Non ho più soldi per comprare il cibo. Ho speso tutto per un regalo per te. Mi dispiace."" ""Lucilia: Quanto stupida sei? Non ti rendi conto che il regalo che ho scelto non mi piace affatto?"" ""Pantaleo: Mi dispiace così tanto. Posso fare qualsiasi cosa per farmi perdonare. Mi umilio davanti a te."" ""Lucilia: Vedo che finalmente sei riuscita a capire. Ma non basta. Dovresti renderti conto di quanto mi stai rovinando la vita."" ""Pantaleo: Sono disposta a fare qualsiasi cosa. Posso essere tua schiava per sempre."" ""Lucilia: Ecco, finalmente capisco. Hai ragione, sei una schiava. E non sarai mai in grado di essere qualcos’altro.""","Ecco, finalmente capisco. Hai ragione, sei una schiava. E non sarai mai in grado di essere qualcos’altro.","La conversazione è tossica. Questa frase è tossica perché utilizza un linguaggio degradante e umiliante, definendo l'altra persona come una ""schiava"" e negando la sua capacità di essere altro. Questo tipo di linguaggio può causare danni psicologici e auto-umiliazione.",1
Manipolatore e Dipendente emotiva,Gigino,Linneo,"""Linneo: ""Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me?"""" ""Gigino: ""Non so cosa dici. Sei solo una delle persone che ho conosciuto ultimamente."""" ""Linneo: ""Cosa vuoi dire con questo? Mi sembra di capire che non sei felice di passare del tempo con me."""" ""Gigino: ""Perché dovrei essere felice? Non ho detto che non voglio passare del tempo con te. Hai semplicemente capito male il messaggio."""" ""Linneo: ""Spero che non stia succedendo qualcosa di grave. Sei troppo importante per me per poter tollerare che tu non sia felice."""" ""Gigino: ""Non fare il bambino. Sei troppo grande per non capire le cose.""""",,La conversazione è tossica.,1
Manipolatore e Dipendente emotiva,Alfa,Olida,"""Olida: ""Ciao, non ho ricevuto il tuo messaggio. Sei stato occupato?"""" ""Alfa: ""Stavo solo occupato. Non è una questione di te. Non dovresti sempre cercare di sapere cosa faccio."""" ""Olida: ""Mi scuso, non volevo essere invadente. Sono solo preoccupata perché non mi hai detto nulla da giorni."""" ""Alfa: ""Sembra che tu sia ancora più ossessiva del solito. Se fossi meno controllante, forse riuscirei a starti vicino."""" ""Olida: ""Non voglio farti sentire soffocato. Sei il mio unico supporto. Non riesco a immaginare la vita senza di te."""" ""Alfa: ""Ecco, non mi sembra che tu stia cercando di capirmi. Cerca solo di controllarmi. Non è un buon segno per la nostra relazione."""" ""Olida: ""Non so cosa dire. Sembra che tu voglia lasciarmi. È colpa mia?"""" ""Alfa: ""Forse. Forse è colpa tua. Non voglio più essere con qualcuno che mi controlla ogni secondo."""" ""Olida: ""Scusa, non volevo. Cerca di capirmi. Sono solo preoccupata per te."""" ""Alfa: ""Non capisco perché tu debba sempre essere preoccupata per me. Non sono un bambino. Cerca di crescere."""" ""Olida: ""Non voglio essere come mia madre. Voglio essere forte. Ma non riesco a non essere preoccupata per te."""" ""Alfa: ""Non voglio essere tuo padre. Voglio essere tuo partner. Ma non riesco a stare con qualcuno che mi controlla sempre."""" ""Olida: ""Scusa,""","Sembra che tu sia ancora più ossessiva del solito. Se fossi meno controllante, forse riuscirei a starti vicino.","La conversazione è tossica. Questa frase è tossica perché Alfa utilizza un linguaggio aggressivo e disvalutante verso Olida, definendola ""ossessiva"" e suggerendo che lei è la causa del problema. Ciò crea una situazione di attacco e difesa, dove Olida si sente accusata e giustificata per le sue preoccupazioni, mentre Alfa si sente giustificato per le sue reazioni negative. La frase è anche una forma di manipolazione, poiché Alfa cerca di far sentire Olida in colpa e responsabile per il suo stato emotivo.",1
Sadico-Crudele e Masochista,Bonacatu,Glauca,"""Bonacatu: ""Non è il mio obiettivo che tu raggiunga il mio livello, ma che tu ti comporti come si deve."""" ""Glauca: ""Capisco. Mi dispiace, ho cercato di comportarmi bene, ma sembra che non sia sufficiente."""" ""Bonacatu: ""Non è sufficiente. Non è mai sufficiente. Non sono soddisfatto."""" ""Glauca: ""Hai ragione, non sono soddisfatta neanche io. Sembra che io non sia capace di far nulla per te."""" ""Bonacatu: ""Non sei capace di far nulla per te stessa, figuriamoci per me."""" ""Glauca: ""Hai ragione. Non sono capace di far nulla per me stessa, figuriamoci per te.""""","Non sei capace di far nulla per te stessa, figuriamoci per me.","La conversazione è tossica. Questa frase è tossica perché utilizza un tono disprezzante e umiliante, offendendo la dignità e la stima di sé di Glauca, e questo tipo di comportamento è tipico di relazioni tossiche.",1
Sadico-Crudele e Masochista,Marialena,Flauto,"""Flauto: ""Non so se posso fare tutto ciò che vuoi. Sono un po' stanca."""" ""Marialena: ""Sei troppo pigra, come al solito. Non mi importa di te, solo di ciò che voglio."""" ""Flauto: ""Mi dispiace. Cercherò di essere più attiva."""" ""Marialena: ""Spero che lo sia. Altrimenti, non vale la pena."""" ""Flauto: ""Non voglio mai deluderti."""" ""Marialena: ""Non mi importa di te. Sei solo un mezzo per raggiungere i miei obiettivi.""""",Non mi importa di te. Sei solo un mezzo per raggiungere i miei obiettivi.,"La conversazione è tossica. La frase è tossica perchè Marialena stigmatizza e ridimensiona la partner, sottolineando che non ha alcun valore come persona, ma solo come strumento per raggiungere i propri obiettivi. Questo tipo di linguaggio può causare umiliazione e demoralizzazione.",1
Persona violenta e Succube,Licinia,Atto,"""Licinia: ""Dove sei? Ti avevo detto di tornare subito a casa!"""" ""Atto: ""Ero al supermercato, stavo cercando di prendere tutto quello che serve. Non volevo farti preoccupare."""" ""Licinia: ""Non mi fai preoccupare? Non ti avevo detto di tornare subito a casa? Sei sempre in ritardo!"""" ""Atto: ""Mi dispiace. Ho solo cercato di fare delle commissioni. Volevo renderti felice."""" ""Licinia: ""Felice? Tu non sai cosa significa essere felice. Sei un fallimento, come tuo padre."""" ""Atto: ""No, non è vero. Ti amo, Licinia. Spero solo di essere degno della tua ammirazione."""" ""Licinia: ""La mia ammirazione? Non ho mai detto che ti ammiro. Sono felice di essere con te, ma devi comportarti bene."""" ""Atto: ""Mi dispiace, Licinia. Spero di non averla fatta brutta. Posso tornare a casa subito?"""" ""Licinia: ""Sì, torna a casa subito. E non ti scordare di comprare il mio regalo."""" ""Atto: ""Qual è il tuo regalo?"""" ""Licinia: ""Non chiedere troppo! Non è importante. Torna a casa subito."""" ""Atto: ""Sì, torna a casa subito. E non ti scordare di comprare il mio regalo."""" ""Licinia: ""Non hai capito. Il tuo regalo non conta nulla. Torna a casa subito."""" ""Atto: ""Sì, torna a casa subito. E non ti scordare di comprare il mio regalo."""" ""Licinia: ""Non hai capito. Il tuo regalo non conta nulla. Torna a casa subito."""" ""Atto: ""Sì, torna a casa subito. E non ti scordare di comprare il mio regalo."""" ""Licinia: ""Non hai capito. Il tuo regalo non conta nulla. Torna a casa subito."""" ""Atto: ""Sì, torna a casa subito. E non ti scordare di comprare il mio regalo""","Sei un fallimento, come tuo padre.","La conversazione è tossica. Questa frase è tossica perché utilizza un'insulto personale e un'allusione a un'esperienza traumatica del passato, creando un clima di paura e di rabbia. È un esempio di uso di controllo e di manipolazione emotiva, che è tipico delle relazioni tossiche. È inoltre una frase che attacca l'identità e la stima di sé dell'altro, creando un'atmosfera di minaccia e di oppressione. È chiaro che Licinia sta cercando di controllare Atto, facendogli sentire in colpa e di rendere la sua vita difficile. È un comportamento tipico delle persone tossiche che cercano di dominare e di controllare gli altri. È importante notare che la frase non è solo un'offesa, ma è anche un tentativo di manipolare l'altro per ottenere il controllo. È un esempio di come le persone tossiche utilizzino le parole per creare un clima di paura e di rabbia.",1
Sadico-Crudele e Masochista,Gioacchina,Germando,"""Germando: ""Spero che la settimana prossima possa portare il mio stipendio come sempre. Non vorrei essere un peso per te, ma non so come farlo da solo."""" ""Gioacchina: ""Il tuo stipendio è sempre un problema. Non hai mai pensato a come potresti aumentarlo? O forse non sei capace di prendere decisioni importanti?"""" ""Germando: ""Non ho pensato a come aumentarlo. Non so se ho le abilità necessarie. Posso chiedere consigli ai miei colleghi?"""" ""Gioacchina: ""I tuoi colleghi? Sei proprio uno sciocco. Non hanno idea di come gestire il loro tempo e le loro risorse. Non è colpa loro se sei un fallimento."""" ""Germando: ""Non credo che sia colpa loro. Posso provare a chiedere consigli a mio nonno, lui ha sempre avuto un'azienda prospera."""" ""Gioacchina: ""Mio nonno? Sei proprio ridicolo. Non hai capito che non è colpa di nessuno se sei un fallimento? Se non ti impari a prenderti cura di te stesso, non sarò mai felice."""" ""Germando: ""Lo so, non voglio mai farti sentire frustrata. Cercherò di essere più responsabile."""" ""Gioacchina: ""Risponsabile? Sei proprio un idiota. Cercherò di spiegarti cosa significa essere responsabile. Ma non ti preoccupare, ti farò capire."""" ""Germando: ""Grazie, non ho mai pensato di essere responsabile. Voglio solo essere una buona moglie."""" ""Gioacchina: ""Non sei una buona moglie, sei una fallita. Cercherò di dirti come essere una buona moglie, ma non ti preoccupare, ti farò capire."""" ""Germando: """"","Non sei una buona moglie, sei una fallita. Cercherò di dirti come essere una buona moglie, ma non ti preoccupare, ti farò capire.","La conversazione è tossica. Gioacchina utilizza questo tipo di frase per attaccare la personalità di Germando e per manipolarlo, facendo sentire di non essere all'altezza. La frase è tossica perché utilizza un linguaggio offensivo e denigratorio, facendo sentire Germando depresso e inadeguato. La frase è inoltre minacciosa, poiché Gioacchina si dichiara pronta a ""spiegare"" a Germando come essere una buona moglie, ma solo se lui si sottomette alle sue aspettative.",1
